identifier,usPort,foreignPort,vessel,estimateArrival,actualArrival,pieces,contents
2015013093,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,17,PHONE CASE
2015011790,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,853,LOCK
2015011517,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,1155,LCD MONITOR
2015012084,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,949,HANDBAG 100%COWHIDE LEATHER HANDBAG 100%PVC
2015011767,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,60,POLYRESIN GIFTWARES
2015012084,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,765,HANDBAG 100%COTTON HANDBAG 100%COWHIDE LEATHER
2015012836,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,118,CAMPING TENT
2015012084,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,759,HANDBAG 100%COWHIDE LEATHER MESSENGER BAG 100%COWHIDE LEATHER
2015012839,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,74,PLUMBING SUPPLIES
2015012084,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,830,HANDBAG 100%PVC
2015012810,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,945,COOLER BAG
2015020471,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,759,HANDBAG 100%COWHIDE LEATHER MESSENGER BAG 100%COWHIDE LEATHER
2015012810,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,1155,COOLER BAG
2015030421,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,611,ADULT BAG RESERVOIR MEDIUM MASK AIRSOFT MASK
2015012085,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,673,55% JUTE 45% COTTON HANDBAG
2015030415,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,1496,INSOLES
2015012085,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,693,100% PVC HANDBAG
2015030415,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,1397,INSOLES
2015012085,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,669,100% PVC HANDBAG
20150119104,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,792,TABLE LAMP(LIGHTING)
2015012085,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,870,55% JUTE 45% COTTON HANDBAG
20150205109,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,610,TOWER FAN
2015011640,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,54,GOLF SHAFTS
20150119106,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,2981,KNIFE(HOUSEWARE)
2015012091,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,853,LOCK
20150119111,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,115,EMPEY PAPER BOX
2015012155,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,74,PLUMBING SUPPLIES
2015012879,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,6,DOOR HINGE
2015012898,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,320,LIGHTING FIXTURE AND COMPONENTS CEILING FANS AND PARTS
2015020423,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,714,LCD MONITOR
20150119108,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,1275,KNIFE(HOUSEWARE)
2015011635,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,92,SUNGLASSES
2015012810,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,900,COOLER BAG
2015013054,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,1496,INSOLES
20150119108,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,1421,KNIFE(HOUSEWARE)
2015012936,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,28,BOATING GOODS
20150211139,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,681,LIGHTING FIXTURES
20150211100,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,30,LIGHTING PARTS
2015011667,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,675,FLIPPI FAN
2015013169,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,42,PHONE CASE
2015031286,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,1008,PLASTIC SPRAYER
20150211107,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,16,PLUMBING SUPPLIES
2015012729,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,2340,LAVATORY TOILET
2015013169,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,3,DARK MARK TATTOO PATCH
20150121118,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,736,RESIN TABLE LAMP
2015020453,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,121,GSX WOMENS PERFORMANCE TANK
20150211125,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,480,100% COWHIDE LEATHER HANDBAG
2015020453,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,31,GSX WOMENS PERFORMANCE SHORT
2015012082,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,656,IRON FAN
20150122132,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,853,LOCK
20150121102,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,1044,SET OF THREE CERAMIC CANDLE STICKS
2015012920,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,643,LCD MONITORS
2015011567,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,759,HANDBAG 100%COWHIDE LEATHER MESSENGER BAG 100%COWHIDE LEATHER
20150122136,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,1044,SET OF THREE CERAMIC CANDLE STICKS
2015011567,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,765,HANDBAG 100%COTTON HANDBAG 100%COWHIDE LEATHER
20150122138,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,792,TABLE LAMP(LIGHTING)
2015011567,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,777,HANDBAG 100%COWHIDE LEATHER TRAVEL KIT 100%COTTON
2015011531,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,92,MANUAL TOILET FLUSH VALVE
2015011567,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,949,HANDBAG 100%COWHIDE LEATHER HANDBAG 100%PVC
2015012767,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,152,PAPER BAG
20150211140,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,1421,KNIFE(HOUSEWARE)
2015012772,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,3,CHAIN
20150122144,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,848,GLOBE LIGHTS PATRIOTIC STAR LIGHTS RESCUE PET SIGN TABLECLOTH CLAMP CARGO BAG BIKE BAG HOSE CARRY STRAPCOLLAPS FOLDING SHELF
2015012765,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,118,CAMPING TENT
20150117107,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,883,LIGHTING FIXTURE AND COMPONENTS
201501169,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,675,LCD MONITOR
20150122149,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,883,LIGHTING FIXTURE AND COMPONENTS
2015021813,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,646,100%COTTON BAG 100%PVC HANDBAG 100%PVC WRISTLET 100%POLYESTER WALLET 100%COWHIDE LEATHER HANDBAG
2015021885,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,1275,KNIFE(HOUSEWARE)
2015021813,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,845,100%PVC HANDBAG
2015021888,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,115,EMPEY PAPER BOX
2015021813,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,667,100%COWHIDE LEATHER COURIER BAG 100%COWHIDE LEATHER DOCUMENT BAG 100%COWHIDE LEATHER BACKPACK 100%COWHIDE LEATHER SLING PACK 100%COWHIDE LEATHER BRIEF CASE 100%POLYESTER BRIEF CASE 100%COTTO BRIEF CASE100%COTTON DUFFLE BAG
2015021841,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,2,NON-CHILD COSMETICS - EYE MASCARA
2015021813,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,13,100%COWHIDE LEATHER MESSENGER BAG
2015021841,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,33,NON-CHILD COSMETICS - LIP STICK  CREAM
20150122125,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,711,100% PVC HANDBAG
2015022836,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,323,PLACE CARD
20150122125,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,870,55% JUTE 45% COTTON HANDBAG
20150211106,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,3,DARK MARK TATTOO PATCH
20150122125,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,669,100% PVC HANDBAG
20150211106,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,42,PHONE CASE
20150122125,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,693,100% PVC HANDBAG
20150211106,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,7,GRYFFINDOR CREST PATCH
20150122125,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,673,55% JUTE 45% COTTON HANDBAG
2015022837,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,152,PAPER BAG
20150205124,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,12,ZINC DOOR LOCK
2015012655,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,494,ALUMINIUM  BAT
20150211125,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,1264,100% PVC HANDBAG 55% JUTE 45% COTTON HANDBAG
2015012665,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,8,LCD MAIN BOARD
20150211125,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,502,100% COTTON HANDBAG WITH LEATHER TRIM
2015021189,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,118,CAMPING TENT
2015012686,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,705,LOCK
2015031235,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,54,GOLF SHAFTS
2015021886,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,150,CUBE KIT
2015011555,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,17,PHONE CASE
2015013047,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,388,LCD MONITOR
2015031236,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,243,RELAYS
20150211140,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,1275,KNIFE(HOUSEWARE)
2015021866,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,1550,GAME BOARD
2015021841,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,34,NON-CHILD TEMPORARY HAIR COLOR
2015021866,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,1470,GAME BOARD
2015012676,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,624,ELECTRIC FAN
2015022870,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,693,100% PVC HANDBAG
2015011514,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,772,SANDAL RACK FLOOR
2015022870,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,673,55% JUTE 45% COTTON HANDBAG
2015021826,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,983,SCISSORS(GARDEN TOOLS)
2015022870,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,870,55% JUTE 45% COTTON HANDBAG
2015021826,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,1818,SCISSORS(GARDEN TOOLS)
2015022870,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,669,100% PVC HANDBAG
2015021826,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,850,SCISSORS(GARDEN TOOLS)
2015012927,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,1473,WALL DECOR
2015021826,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,1641,SCISSORS(GARDEN TOOLS)
2015012927,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,1265,WALL DECOR
2015013051,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,497,100%COTTON MESSENGER BAG 100%PVC HANDBAG 100%COWHIDE LEATHER HANDBAG
20150121113,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,115,EMPEY PAPER BOX
2015012130,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,643,LCD MONITORS
2015012079,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,828,ELECTRIC FAN
2015011610,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,388,LCD MONITOR
20150205119,"Long Beach,California","Chiwan,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,300,STAINLESS STEEL FABRICATED SINK
2015030564,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,675,FLIPPI FAN
2015013044,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,1110,SANDAL RACK
2015030564,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,1,FLIPPI FAN
2015012949,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,1928,WOOD RING/BATON/BRACKET/FINIAL
2015012648786,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,1080,DRAWER SLIDES
2015012956,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,31,GSX WOMENS PERFORMANCE SHORT
20150205132,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,681,LIGHTING FIXTURES
2015030574,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,853,LOCK
2015011932,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,611,ADULT BAG RESERVOIR MEDIUM MASK AIRSOFT MASK
2015012683,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,502,100% COTTON HANDBAG WITH LEATHER TRIM
2015012611,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,1998,KNIVES(HOUSEWARE)
2015022847,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,247,K/D FURNITURE ACCESSORIES
2015030595,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,1395,LIGHTING FIXTURE AND COMPONENTS CEILING FANS AND PARTS
2015011959,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,494,ALUMINIUM  BAT
2015030595,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,1300,LIGHTING FIXTURE AND COMPONENTS CEILING FANS AND PARTS
2015012973,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,1550,GAME BOARD
2015030595,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,1315,LIGHTING FIXTURE AND COMPONENTS CEILING FANS AND PARTS
2015012973,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,1470,GAME BOARD
2015021831,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,92,MANUAL TOILET FLUSH VALVE
2015012985,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,1044,SET OF THREE CERAMIC CANDLE STICKS
2015012124,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,860,BRAKE MASTER CYLINDER (33PKGS=860CTNS)
2015012989,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,2981,KNIFE(HOUSEWARE)
2015020461,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,12,PARTS OF DENTAL CHAIR
20150122124,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,765,HANDBAG 100%COTTON HANDBAG 100%COWHIDE LEATHER
2015012061,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,30,LIGHTING PARTS
2015011984,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,1470,GAME BOARD
2015012036,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,204,LCD MONITOR
2015011984,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,1550,GAME BOARD
20150126104,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,382,LIGHTING FIXTURE AND COMPONENTS (LIGHTING)
2015011788,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,1039,LOCK
2015021832,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,92,SUNGLASSES
201501199,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,720,CERAMIC TILES
20150211111,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,17,PHONE CASE
2015011996,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,6,DOOR HINGE
2015030541,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,34,NON-CHILD TEMPORARY HAIR COLOR
2015012753,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,2119,PLASTIC TOYS ANGRY BIRDS SPACE RACE(US)01076
2015030541,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,2,NON-CHILD COSMETICS - EYE MASCARA
201501299,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,388,LCD MONITOR
20150127135,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,1315,LIGHTING FIXTURE AND COMPONENTS CEILING FANS AND PARTS
2015030541,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,33,NON-CHILD COSMETICS - LIP STICK  CREAM
20150130113,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,12,ZINC DOOR LOCK
2015011550,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,42,PHONE CASE
20150127135,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,1300,LIGHTING FIXTURE AND COMPONENTS CEILING FANS AND PARTS
2015012768,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,74,PLUMBING SUPPLIES
20150130121,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,681,LIGHTING FIXTURES
2015011550,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,3,DARK MARK TATTOO PATCH
2015011913,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,1098,65%COTTON 35%POLYFIBER JWL POUCH
2015012769,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,54,GOLF SHAFTS
2015012281,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,2119,PLASTIC TOYS ANGRY BIRDS SPACE RACE(US)01076
2015012279,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,180,JACKET AND PANT
2015011566,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,1470,GAME BOARD
2015012792,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,573,BOX FAN
2015012636,"Long Beach,California","Xiamen,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,200,SPORT SHOES
201501179,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,388,LCD MONITOR
2015012792,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,570,BOX FAN
2015013051,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,667,100%COWHIDE LEATHER COURIER BAG 100%COWHIDE LEATHER DOCUMENT BAG 100%COWHIDE LEATHER BACKPACK 100%COWHIDE LEATHER SLING PACK 100%COWHIDE LEATHER BRIEF CASE 100%POLYESTER BRIEF CASE 100%COTTO BRIEF CASE100%COTTON DUFFLE BAG
20150126108,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,1395,LIGHTING FIXTURE AND COMPONENTS CEILING FANS AND PARTS
2015011569,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,715,100% COWHIDE LEATHER HANDBAG
2015012866,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,624,ELECTRIC FAN
2015013051,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,646,100%COTTON BAG 100%PVC HANDBAG 100%PVC WRISTLET 100%POLYESTER WALLET 100%COWHIDE LEATHER HANDBAG
20150126108,"Long Beach,California","Yantian,China (Mainland)",CMA CGM CENTAURUS,2014-02-12,2014-02-16,1315,LIGHTING FIXTURE AND COMPONENTS CEILING FANS AND PARTS
2015011569,"Long Beach,California","Hong Kong,Hong Kong",CMA CGM CENTAURUS,2014-02-12,2014-02-16,502,100% COTTON HANDBAG WITH LEATHER TRIM
